CarID,Brand,Model,Country,PlantLocation,YearOfManufacture,FuelType,Transmission,Segment,UnitsProduced,AverageCostPerUnit,TotalProductionCost,ElectricVehicle,DefectRate(%)
C0990,Kia,Model X,Mexico,Detroit,2021,Diesel,Automatic,Hatchback,28229,10163,286891327,No,2.3
C0991,Nissan,Altima,South Korea,Seoul,2022,Electric,Automatic,Truck,45667,62540,2856014180,Yes,3.48
C0992,Mercedes,Civic,China,Detroit,2010,Hybrid,Automatic,Sedan,57891,40030,2317376730,No,2.22
C0993,Mercedes,Model X,India,Nagoya,2012,Hybrid,Manual,Coupe,58671,65313,3831979023,No,0.22
C0994,Nissan,Passat,UK,Munich,2011,Petrol,Automatic,Sedan,7147,39870,284950890,No,0.16
C0995,Honda,3 Series,Mexico,Munich,2020,Electric,Automatic,Truck,21606,39482,853048092,Yes,1.19
C0996,Kia,Mustang,UK,London,2022,Hybrid,Automatic,Coupe,6515,41058,267492870,No,0.77
C0997,Kia,Mustang,South Korea,Nagoya,2018,Petrol,Manual,Crossover,22006,67255,1480013530,No,2.86
C0998,Nissan,Model X,India,São Paulo,2012,Diesel,Manual,Crossover,24567,74930,1840805310,No,2.97
C0999,Ford,Altima,Germany,Shanghai,2022,Hybrid,Automatic,Hatchback,2556,60500,154638000,No,0.98
C1000,Volkswagen,Passat,South Korea,Seoul,2011,Petrol,Manual,Hatchback,29828,36379,1085112812,No,1.21
C1001,Toyota,Optima,South Korea,Munich,2013,Hybrid,Automatic,Truck,78212,77787,6083876844,No,0.9
C1002,Nissan,Altima,Germany,Munich,2024,Electric,Manual,Crossover,53332,33674,1795901768,Yes,3.19
C1003,Tesla,A-Class,Mexico,Detroit,2023,Petrol,Manual,Coupe,43271,16590,717865890,No,1.81
C1004,Tesla,Mustang,India,Detroit,2011,Electric,Automatic,Crossover,47015,41432,1947925480,Yes,2.33
C1005,Hyundai,A-Class,India,Monterrey,2010,Diesel,Manual,Hatchback,65038,50426,3279606188,No,1.51
C1006,Nissan,Corolla,UK,Chennai,2015,Electric,Automatic,Truck,69150,59584,4120233600,Yes,2.25
C1007,Hyundai,Elantra,South Korea,São Paulo,2024,Petrol,Automatic,Crossover,79478,48015,3816136170,No,1.41
C1008,Nissan,Civic,South Korea,Detroit,2019,Hybrid,Automatic,Truck,40651,79353,3225778803,No,1.25
C1009,Kia,Passat,Brazil,Detroit,2017,Petrol,Manual,Crossover,2129,14600,31083400,No,2.26
C1010,Toyota,Altima,China,Shanghai,2019,Electric,Automatic,Sedan,28655,34690,994041950,Yes,2.11
C1011,Kia,Mustang,South Korea,Monterrey,2019,Electric,Automatic,Crossover,18788,43762,822200456,Yes,1.1
C1012,Volkswagen,A-Class,USA,Detroit,2011,Hybrid,Manual,Hatchback,51088,47499,2426628912,No,0.61
C1013,Mercedes,3 Series,China,Seoul,2023,Diesel,Automatic,Coupe,36585,17670,646456950,No,1.35
C1014,BMW,Corolla,USA,Shanghai,2018,Petrol,Automatic,Hatchback,11751,27341,321284091,No,1.51
C1015,Nissan,Civic,India,Chennai,2024,Hybrid,Automatic,Hatchback,26074,27015,704389110,No,2.24
C1016,Volkswagen,Civic,China,Nagoya,2022,Hybrid,Automatic,Hatchback,10123,75126,760500498,No,3.21
C1017,Mercedes,Altima,South Korea,Shanghai,2012,Hybrid,Automatic,Truck,55215,65197,3599852355,No,0.22
C1018,Honda,Passat,Germany,Nagoya,2017,Petrol,Automatic,SUV,6623,59849,396379927,No,0.93
C1019,Toyota,Optima,UK,Munich,2021,Petrol,Manual,SUV,3561,25852,92058972,No,0.76
C1020,Hyundai,3 Series,USA,Monterrey,2017,Petrol,Manual,Sedan,39595,65361,2587968795,No,1.81
C1021,Hyundai,Altima,China,Chennai,2024,Diesel,Automatic,Hatchback,60118,31258,1879168444,No,1.56
C1022,Kia,A-Class,South Korea,Monterrey,2012,Hybrid,Automatic,SUV,28951,72355,2094749605,No,2.58
C1023,Tesla,Elantra,China,Chennai,2012,Electric,Automatic,Sedan,35314,51508,1818953512,Yes,0.92
C1024,Mercedes,Model X,South Korea,Monterrey,2021,Electric,Automatic,Truck,77368,77784,6017992512,Yes,2.12
C1025,Honda,Optima,South Korea,Shanghai,2024,Hybrid,Automatic,Hatchback,38332,37410,1434000120,No,3.11
C1026,Volkswagen,Passat,South Korea,Monterrey,2015,Electric,Automatic,Coupe,9945,19895,197855775,Yes,3.2
C1027,Toyota,Corolla,Brazil,Paris,2010,Diesel,Manual,Truck,33990,43924,1492976760,No,3.36
C1028,Mercedes,Optima,UK,Chennai,2013,Diesel,Automatic,Sedan,30267,22264,673864488,No,2.73
C1029,Honda,Mustang,Germany,Nagoya,2010,Petrol,Automatic,Truck,46557,38038,1770935166,No,3.18
C1030,BMW,Passat,Germany,Chennai,2023,Petrol,Manual,Coupe,73600,19136,1408409600,No,0.9
C1031,Nissan,Elantra,China,Munich,2012,Petrol,Automatic,Truck,41543,23213,964337659,No,0.77
C1032,Hyundai,Mustang,China,Seoul,2018,Petrol,Automatic,Sedan,28446,37431,1064762226,No,0.12
C1033,Volkswagen,Optima,South Korea,Paris,2023,Petrol,Automatic,Coupe,37087,52290,1939279230,No,2.5
C1034,Hyundai,Model X,Brazil,London,2023,Electric,Automatic,Coupe,3864,77539,299610696,Yes,3.29
C1035,Volkswagen,Model X,South Korea,Chennai,2014,Electric,Manual,Truck,70354,52747,3710962438,Yes,0.74
C1036,Kia,Elantra,Brazil,Detroit,2021,Petrol,Automatic,Coupe,56588,79208,4482222304,No,2.27
C1037,Tesla,Civic,South Korea,Shanghai,2014,Diesel,Manual,Truck,77515,79015,6124847725,No,2.64
C1038,Volkswagen,3 Series,USA,Shanghai,2020,Electric,Manual,Hatchback,7898,24887,196557526,Yes,3.25
C1039,Hyundai,Corolla,USA,Monterrey,2013,Diesel,Manual,Coupe,2952,10051,29670552,No,2.3
C1040,Kia,Civic,India,Monterrey,2012,Diesel,Manual,Truck,33693,77695,2617777635,No,3.4
C1041,Volkswagen,Model X,South Korea,Shanghai,2014,Hybrid,Automatic,Hatchback,79901,79926,6386167326,No,1.27
C1042,BMW,Model X,UK,São Paulo,2024,Hybrid,Automatic,Coupe,25845,38491,994799895,No,1.29
C1043,Tesla,A-Class,India,Paris,2023,Petrol,Automatic,Hatchback,74835,26080,1951696800,No,1.95
C1044,Volkswagen,Mustang,China,Paris,2020,Diesel,Automatic,Crossover,59696,44880,2679156480,No,1.4
C1045,Kia,Optima,Mexico,Nagoya,2013,Electric,Manual,Coupe,23553,69965,1647885645,Yes,0.1
C1046,Mercedes,Corolla,South Korea,Chennai,2017,Hybrid,Automatic,Crossover,5515,57361,316345915,No,2.59
C1047,Ford,Elantra,USA,London,2013,Hybrid,Manual,Sedan,9157,76890,704081730,No,2.66
C1048,Honda,Optima,Mexico,Shanghai,2020,Diesel,Manual,Sedan,51616,79290,4092632640,No,2.64
C1049,Ford,A-Class,Brazil,Chennai,2021,Hybrid,Manual,Truck,22451,26593,597039443,No,1.27
C1050,Ford,Model X,Mexico,Paris,2017,Hybrid,Manual,SUV,27021,26167,707058507,No,1.88
C1051,Toyota,Elantra,UK,Munich,2015,Electric,Automatic,Crossover,54931,43005,2362307655,Yes,1.32
C1052,BMW,Model X,South Korea,Shanghai,2024,Diesel,Automatic,Crossover,11231,75471,847614801,No,0.15
C1053,Mercedes,Corolla,Germany,Chennai,2023,Hybrid,Automatic,Sedan,19244,60728,1168649632,No,2.01
C1054,Nissan,Mustang,Mexico,Paris,2021,Diesel,Automatic,Crossover,63594,18691,1188635454,No,0.52
C1055,Volkswagen,Optima,Germany,Seoul,2020,Hybrid,Automatic,SUV,18923,19756,373842788,No,0.37
C1056,Honda,Optima,Brazil,Paris,2014,Electric,Manual,Hatchback,18068,46308,836692944,Yes,2.67
C1057,Tesla,Civic,India,Monterrey,2013,Diesel,Manual,Hatchback,47911,74079,3549198969,No,0.13
C1058,Mercedes,Elantra,Germany,Detroit,2013,Hybrid,Automatic,SUV,4434,75524,334873416,No,3.36
C1059,Hyundai,3 Series,India,São Paulo,2021,Electric,Automatic,Crossover,77445,70466,5457239370,Yes,1.85
C1060,Nissan,A-Class,USA,São Paulo,2013,Hybrid,Automatic,Crossover,8672,19327,167603744,No,3.44
C1061,Toyota,3 Series,South Korea,Monterrey,2020,Diesel,Automatic,Crossover,27858,38520,1073090160,No,0.3
C1062,Toyota,Civic,Mexico,Monterrey,2022,Hybrid,Automatic,Truck,66813,53308,3561667404,No,2.08
C1063,Mercedes,Corolla,USA,Shanghai,2022,Diesel,Automatic,Coupe,20263,26533,537638179,No,1.29
C1064,Kia,A-Class,USA,Seoul,2018,Diesel,Automatic,SUV,49173,54488,2679338424,No,2.97
C1065,Ford,Mustang,France,Seoul,2013,Hybrid,Automatic,SUV,68475,77160,5283531000,No,1.33
C1066,Hyundai,3 Series,Japan,Shanghai,2021,Electric,Automatic,SUV,8304,50429,418762416,Yes,0.99
C1067,Toyota,Mustang,UK,Chennai,2018,Petrol,Automatic,SUV,48094,61726,2968650244,No,3.02
C1068,Honda,3 Series,India,Shanghai,2022,Electric,Automatic,SUV,79248,30653,2429188944,Yes,1.37
C1069,Toyota,Mustang,France,London,2019,Electric,Automatic,Crossover,68025,66921,4552301025,Yes,0.16
C1070,Tesla,3 Series,Japan,London,2015,Hybrid,Automatic,Truck,73904,23654,1748125216,No,1.43
C1071,Volkswagen,Mustang,UK,São Paulo,2019,Electric,Manual,Sedan,25104,12108,303959232,Yes,2.33
C1072,Toyota,Civic,India,Paris,2022,Electric,Automatic,Crossover,22635,79483,1799097705,Yes,0.96
C1073,Tesla,Passat,South Korea,Shanghai,2016,Petrol,Automatic,Crossover,38418,17899,687643782,No,1.57
C1074,Mercedes,A-Class,UK,Shanghai,2021,Electric,Manual,Coupe,51349,23372,1200128828,Yes,0.29
C1075,Mercedes,Elantra,Mexico,Chennai,2019,Petrol,Automatic,Sedan,31347,47682,1494687654,No,2.1
C1076,Nissan,Corolla,USA,Nagoya,2012,Hybrid,Manual,SUV,44274,77799,3444472926,No,2.67
C1077,Toyota,Altima,Japan,São Paulo,2017,Petrol,Automatic,Sedan,61209,46583,2851298847,No,1.51
C1078,Honda,Model X,Japan,São Paulo,2012,Diesel,Automatic,Truck,11180,39295,439318100,No,1.53
C1079,Toyota,Elantra,Japan,São Paulo,2010,Diesel,Automatic,Hatchback,55537,76113,4227087681,No,0.4
C1080,Honda,Model X,India,Paris,2022,Petrol,Automatic,Crossover,59414,59574,3539529636,No,0.79
C1081,BMW,A-Class,Mexico,Monterrey,2022,Diesel,Automatic,Sedan,26809,74934,2008905606,No,0.63
C1082,Nissan,Elantra,UK,Munich,2019,Hybrid,Automatic,Coupe,10849,40066,434676034,No,1.74
C1083,BMW,Mustang,USA,Nagoya,2021,Diesel,Automatic,Truck,75579,18945,1431844155,No,1.9
C1084,Toyota,Mustang,Mexico,Paris,2014,Petrol,Automatic,Hatchback,61320,39418,2417111760,No,3.33
C1085,Nissan,Altima,France,London,2011,Hybrid,Automatic,Truck,75496,59874,4520247504,No,0.35
C1086,BMW,Model X,South Korea,Chennai,2019,Diesel,Automatic,SUV,35053,27130,950987890,No,2.14
C1087,Ford,Corolla,Germany,Monterrey,2023,Hybrid,Automatic,Hatchback,29025,78248,2271148200,No,1.89
C1088,Toyota,A-Class,Mexico,London,2015,Petrol,Automatic,Coupe,6448,51394,331388512,No,1.86
C1089,BMW,Mustang,France,Monterrey,2022,Diesel,Automatic,Hatchback,14998,59635,894405730,No,3.07
C1090,Ford,Passat,USA,Seoul,2019,Hybrid,Manual,Coupe,19491,27404,534131364,No,0.8
C1091,Ford,Civic,Germany,São Paulo,2018,Hybrid,Automatic,SUV,60290,23156,1396075240,No,0.24
C1092,Mercedes,Civic,Germany,Monterrey,2010,Diesel,Automatic,Coupe,8160,65618,535442880,No,2.39
C1093,Toyota,3 Series,Mexico,Detroit,2023,Hybrid,Automatic,Truck,26745,59999,1604673255,No,1.27
C1094,Ford,Corolla,Japan,São Paulo,2022,Hybrid,Automatic,Sedan,738,23785,17553330,No,0.16
C1095,Mercedes,Civic,China,São Paulo,2013,Petrol,Manual,Truck,20420,58359,1191690780,No,0.95
C1096,BMW,3 Series,USA,Chennai,2024,Petrol,Automatic,Crossover,47159,24694,1164544346,No,1.15
C1097,Tesla,Model X,Japan,Nagoya,2010,Petrol,Automatic,Truck,75374,46114,3475796636,No,2.2
C1098,Toyota,Mustang,USA,London,2010,Petrol,Automatic,Hatchback,43017,79549,3421959333,No,0.69
C1099,Nissan,Mustang,China,Monterrey,2017,Petrol,Manual,SUV,76385,67230,5135363550,No,1.5
C1100,Honda,Passat,South Korea,Monterrey,2023,Petrol,Automatic,Crossover,46850,42799,2005133150,No,1.74
C1101,Honda,Elantra,China,Seoul,2023,Diesel,Manual,Crossover,77679,21156,1643376924,No,1.66
C1102,BMW,Civic,Brazil,São Paulo,2022,Petrol,Manual,Crossover,28774,20304,584227296,No,3.41
C1103,Kia,Model X,Mexico,Shanghai,2023,Hybrid,Automatic,Sedan,45513,50645,2305005885,No,0.25
C1104,Kia,Optima,Mexico,Munich,2020,Diesel,Manual,Coupe,40413,48938,1977731394,No,3.33
C1105,BMW,Civic,France,Shanghai,2024,Hybrid,Automatic,Hatchback,46319,66982,3102539258,No,2.08
C1106,Ford,Corolla,Japan,Monterrey,2011,Petrol,Manual,SUV,78357,12315,964966455,No,2.81
C1107,Toyota,Elantra,France,Shanghai,2010,Petrol,Automatic,Sedan,65410,22420,1466492200,No,1.56
C1108,Honda,Civic,Brazil,Chennai,2020,Hybrid,Automatic,Truck,23985,28312,679063320,No,1.64
C1109,Honda,Model X,China,Detroit,2017,Hybrid,Automatic,SUV,3360,31395,105487200,No,3.09
C1110,Ford,Civic,Mexico,Monterrey,2013,Hybrid,Manual,Crossover,50375,50301,2533912875,No,3.15
C1111,Honda,Corolla,India,Monterrey,2012,Electric,Automatic,SUV,15419,56972,878451268,Yes,0.91
C1112,Nissan,Optima,China,Detroit,2022,Electric,Automatic,SUV,74447,73294,5456518418,Yes,0.78
C1113,Toyota,A-Class,China,London,2021,Electric,Automatic,Truck,10086,58225,587257350,Yes,1.79
C1114,Volkswagen,Altima,Brazil,Detroit,2013,Electric,Automatic,Coupe,52486,32854,1724375044,Yes,3.16
C1115,Honda,Optima,South Korea,Shanghai,2023,Diesel,Automatic,Hatchback,23555,40929,964082595,No,1.2
C1116,BMW,3 Series,USA,Chennai,2020,Petrol,Automatic,Crossover,35390,67103,2374775170,No,2.32
C1117,Nissan,Civic,Brazil,Seoul,2014,Hybrid,Automatic,Coupe,63581,73620,4680833220,No,2.51
C1118,Honda,Mustang,USA,London,2010,Petrol,Automatic,Sedan,29307,54590,1599869130,No,2.75
C1119,Nissan,Passat,Mexico,Paris,2024,Hybrid,Automatic,Crossover,47677,20621,983147417,No,2.02
C1120,Mercedes,Mustang,Brazil,Seoul,2023,Petrol,Automatic,Hatchback,69125,10973,758508625,No,1.47
C1121,Volkswagen,Optima,USA,Nagoya,2020,Diesel,Automatic,Sedan,14742,68786,1014043212,No,3.39
C1122,Hyundai,Mustang,France,Nagoya,2010,Electric,Manual,Truck,56817,47097,2675910249,Yes,2.18
C1123,BMW,Model X,Brazil,Nagoya,2012,Petrol,Automatic,Coupe,40478,44245,1790949110,No,2.58
C1124,BMW,Mustang,Mexico,Nagoya,2015,Hybrid,Manual,Crossover,16933,75211,1273547863,No,1.27
C1125,Toyota,Elantra,Brazil,Chennai,2010,Petrol,Manual,SUV,33782,64841,2190458662,No,2.38
C1126,Nissan,A-Class,Mexico,Seoul,2023,Diesel,Automatic,Hatchback,77019,35346,2722313574,No,0.98
C1127,Ford,Civic,Brazil,São Paulo,2020,Diesel,Automatic,Crossover,44078,59153,2607345934,No,0.93
C1128,BMW,Mustang,USA,Munich,2021,Petrol,Manual,SUV,70707,15972,1129332204,No,2.53
C1129,Nissan,Corolla,South Korea,London,2024,Electric,Automatic,Crossover,24633,58063,1430265879,Yes,1.87
C1130,Nissan,A-Class,UK,Paris,2011,Hybrid,Automatic,Sedan,50817,75488,3836073696,No,2.42
C1131,Tesla,A-Class,USA,Shanghai,2024,Diesel,Automatic,SUV,66450,67055,4455804750,No,1.02
C1132,Tesla,Mustang,Japan,Monterrey,2021,Diesel,Automatic,SUV,60112,74366,4470288992,No,2.14
C1133,Hyundai,A-Class,Germany,Nagoya,2023,Petrol,Manual,Crossover,65373,20931,1368322263,No,1.61
C1134,Mercedes,Passat,South Korea,Paris,2016,Diesel,Automatic,Truck,62502,17702,1106410404,No,2.13
C1135,Hyundai,Mustang,France,Monterrey,2023,Diesel,Automatic,Truck,53008,31540,1671872320,No,1.09
C1136,Honda,Model X,China,Munich,2023,Hybrid,Automatic,Coupe,38879,67450,2622388550,No,2.53
C1137,Ford,Optima,USA,Paris,2010,Electric,Automatic,Sedan,15731,75252,1183789212,Yes,2.84
C1138,Honda,Elantra,Brazil,Seoul,2022,Hybrid,Automatic,Truck,41663,56904,2370791352,No,0.98
C1139,Kia,Altima,USA,Paris,2023,Electric,Automatic,Crossover,32176,62320,2005208320,Yes,1.12
C1140,Honda,3 Series,India,Nagoya,2024,Hybrid,Manual,Truck,56035,41000,2297435000,No,2.35
C1141,Toyota,A-Class,South Korea,Munich,2016,Petrol,Automatic,Coupe,46610,12599,587239390,No,2.46
C1142,Honda,Model X,UK,Shanghai,2024,Diesel,Manual,Hatchback,47478,66165,3141381870,No,2.49
C1143,Hyundai,Civic,France,São Paulo,2013,Electric,Automatic,Coupe,72869,68855,5017394995,Yes,2.42
C1144,BMW,Civic,India,Detroit,2019,Petrol,Automatic,SUV,5252,10018,52614536,No,1.44
C1145,BMW,3 Series,Mexico,Nagoya,2023,Diesel,Automatic,SUV,25007,10858,271526006,No,1.44
C1146,Tesla,Elantra,India,Monterrey,2015,Diesel,Automatic,Truck,41995,35992,1511484040,No,0.97
C1147,Ford,A-Class,USA,Munich,2023,Diesel,Automatic,Truck,61386,42580,2613815880,No,0.63
C1148,Ford,Passat,France,Seoul,2017,Hybrid,Automatic,Coupe,71059,45800,3254502200,No,2.45
C1149,Toyota,3 Series,USA,Chennai,2018,Petrol,Manual,Coupe,1482,68770,101917140,No,0.42
C1150,Hyundai,Elantra,Mexico,Munich,2015,Petrol,Manual,Crossover,16646,64941,1081007886,No,3.29
C1151,Tesla,A-Class,China,Monterrey,2021,Diesel,Automatic,Sedan,55343,47487,2628073041,No,2.91
C1152,Kia,Model X,France,Detroit,2020,Electric,Automatic,Crossover,77237,22943,1772048491,Yes,3.02
C1153,Ford,Optima,China,Detroit,2022,Petrol,Automatic,SUV,24136,71457,1724686152,No,3.18
C1154,BMW,Passat,South Korea,London,2024,Hybrid,Automatic,Crossover,27832,28836,802563552,No,1.49
C1155,Honda,Altima,South Korea,São Paulo,2023,Electric,Automatic,Coupe,51934,21394,1111075996,Yes,2.98
C1156,Honda,Civic,China,Monterrey,2018,Electric,Automatic,Crossover,61771,35280,2179280880,Yes,0.64
C1157,Tesla,Corolla,South Korea,Detroit,2013,Electric,Manual,Hatchback,63226,11159,705538934,Yes,0.17
C1158,Hyundai,Model X,France,London,2015,Electric,Manual,Sedan,10608,33440,354731520,Yes,2.77
C1159,Hyundai,Civic,Brazil,London,2017,Petrol,Automatic,Coupe,69396,62712,4351961952,No,0.35
C1160,Mercedes,Mustang,Japan,London,2018,Diesel,Automatic,Truck,43053,57656,2482263768,No,3.46
C1161,Volkswagen,Corolla,South Korea,Munich,2012,Electric,Automatic,Crossover,41380,16589,686452820,Yes,2.39
C1162,Ford,Civic,South Korea,London,2011,Hybrid,Manual,Coupe,52577,58241,3062137057,No,2.66
C1163,Hyundai,Elantra,USA,Nagoya,2015,Hybrid,Automatic,Truck,4125,33233,137086125,No,0.94
C1164,BMW,Passat,China,Monterrey,2013,Diesel,Automatic,Truck,38737,45011,1743591107,No,2.39
C1165,Tesla,Civic,Germany,Nagoya,2010,Petrol,Manual,SUV,1723,18177,31318971,No,0.25
C1166,Kia,Altima,UK,Chennai,2017,Diesel,Automatic,SUV,59803,44528,2662907984,No,2.95
C1167,Mercedes,Optima,India,Detroit,2018,Electric,Automatic,Coupe,65697,71351,4687546647,Yes,0.68
C1168,Nissan,Elantra,South Korea,São Paulo,2023,Petrol,Automatic,Coupe,75193,66831,5025223383,No,2.47
C1169,Toyota,Model X,India,London,2018,Petrol,Automatic,Hatchback,38260,61827,2365501020,No,0.86
C1170,Kia,Model X,France,Seoul,2011,Electric,Automatic,Sedan,79682,33508,2669984456,Yes,0.33
C1171,Nissan,Model X,Germany,Seoul,2018,Hybrid,Automatic,Sedan,58466,64933,3796372778,No,1.74
C1172,Honda,Model X,UK,Detroit,2016,Electric,Automatic,Coupe,29524,78772,2325664528,Yes,0.68
C1173,Toyota,Optima,China,Chennai,2014,Diesel,Automatic,SUV,70823,25611,1813847853,No,2.58
C1174,Ford,Civic,Japan,Seoul,2016,Electric,Manual,Crossover,23702,32282,765147964,Yes,0.91
C1175,BMW,A-Class,UK,Nagoya,2022,Hybrid,Automatic,Hatchback,52024,51003,2653380072,No,1.26
C1176,Toyota,Civic,UK,Paris,2018,Electric,Automatic,Sedan,44408,21340,947666720,Yes,2.03
C1177,Volkswagen,Mustang,Japan,Munich,2017,Diesel,Automatic,Coupe,36567,28165,1029909555,No,1.07
C1178,Nissan,Passat,Brazil,Shanghai,2015,Diesel,Manual,SUV,9860,28260,278643600,No,1.39
C1179,Ford,Corolla,China,Seoul,2022,Hybrid,Manual,SUV,13441,64515,867146115,No,2.87
C1180,Volkswagen,A-Class,USA,São Paulo,2013,Diesel,Automatic,SUV,16493,40480,667636640,No,0.71
C1181,Honda,A-Class,India,London,2022,Diesel,Automatic,Crossover,15120,62527,945408240,No,0.38
C1182,Volkswagen,Civic,South Korea,São Paulo,2024,Electric,Manual,Truck,20693,69789,1444143777,Yes,1.22
C1183,Mercedes,A-Class,UK,Monterrey,2010,Petrol,Automatic,Crossover,52059,61902,3222556218,No,1.54
C1184,Mercedes,3 Series,France,Munich,2015,Diesel,Automatic,SUV,21748,42191,917569868,No,1.95
C1185,Tesla,3 Series,Japan,Nagoya,2012,Diesel,Manual,Coupe,46352,69488,3220907776,No,1.37
C1186,Kia,Mustang,India,Chennai,2015,Hybrid,Automatic,Hatchback,5527,46044,254485188,No,2.79
C1187,Kia,Corolla,Germany,Munich,2015,Hybrid,Manual,Crossover,63910,59600,3809036000,No,0.23
C1188,Ford,Altima,Japan,Shanghai,2023,Electric,Manual,Coupe,4760,58776,279773760,Yes,1.57
C1189,Honda,Optima,Germany,Paris,2013,Electric,Automatic,SUV,38096,22836,869960256,Yes,1.4
C1190,Hyundai,Civic,China,Seoul,2011,Diesel,Manual,Hatchback,9512,62648,595907776,No,2.3
C1191,Mercedes,Optima,UK,Chennai,2024,Petrol,Manual,Sedan,26323,23740,624908020,No,3.39
C1192,Ford,Altima,France,Chennai,2018,Petrol,Automatic,Sedan,74351,23102,1717656802,No,1.84
C1193,Hyundai,Civic,South Korea,Seoul,2011,Electric,Automatic,Coupe,47527,61334,2915021018,Yes,3.46
C1194,Kia,Civic,Germany,Seoul,2012,Hybrid,Automatic,Hatchback,78667,40255,3166740085,No,1.13
C1195,Tesla,Corolla,India,Seoul,2019,Diesel,Automatic,Coupe,25599,35221,901622379,No,0.2
C1196,Volkswagen,Optima,Brazil,Seoul,2010,Diesel,Manual,Hatchback,37492,73265,2746851380,No,0.66
C1197,Mercedes,3 Series,China,Seoul,2016,Petrol,Automatic,Hatchback,11477,10719,123021963,No,1.44
C1198,Ford,Model X,Brazil,Chennai,2024,Electric,Automatic,Coupe,56734,33140,1880164760,Yes,1.18
C1199,Toyota,Optima,China,Detroit,2010,Petrol,Automatic,Hatchback,47876,65779,3149235404,No,0.43
C1200,Hyundai,Passat,USA,Detroit,2020,Petrol,Manual,Crossover,34478,11069,381636982,No,1.57
C1201,Volkswagen,Passat,India,São Paulo,2018,Electric,Automatic,SUV,9718,64714,628890652,Yes,1.25
C1202,Mercedes,Civic,Brazil,Detroit,2020,Hybrid,Automatic,Hatchback,22288,22935,511175280,No,0.52
C1203,Kia,Model X,France,Shanghai,2020,Diesel,Automatic,Crossover,21001,54035,1134789035,No,1.11
C1204,Honda,Elantra,UK,Detroit,2010,Hybrid,Automatic,Hatchback,78489,37937,2977637193,No,3.11
C1205,Hyundai,Altima,Japan,Chennai,2014,Electric,Automatic,Crossover,15710,28540,448363400,Yes,1.13
C1206,Kia,Mustang,South Korea,Seoul,2016,Electric,Automatic,Coupe,74725,58702,4386506950,Yes,2.53
C1207,Mercedes,Model X,UK,London,2012,Diesel,Automatic,Sedan,45989,46907,2157206023,No,2.18
C1208,Hyundai,Mustang,UK,London,2018,Hybrid,Automatic,Truck,64221,25221,1619717841,No,1.55
C1209,Volkswagen,Optima,China,Shanghai,2017,Diesel,Manual,Hatchback,43153,64781,2795494493,No,0.91
C1210,Mercedes,Optima,France,Monterrey,2022,Petrol,Automatic,Truck,41450,17087,708256150,No,1.35
C1211,Nissan,Mustang,China,Chennai,2024,Petrol,Automatic,Hatchback,9416,32789,308741224,No,2.11
C1212,Ford,Altima,Mexico,Nagoya,2012,Petrol,Automatic,Coupe,66411,66023,4384653453,No,1.29
C1213,Volkswagen,Model X,Germany,Munich,2024,Hybrid,Automatic,Coupe,31949,43400,1386586600,No,0.83
C1214,Hyundai,Elantra,South Korea,São Paulo,2014,Petrol,Automatic,Crossover,21282,12199,259619118,No,0.5
C1215,Honda,Civic,Germany,Nagoya,2016,Diesel,Automatic,Hatchback,20743,57316,1188905788,No,3.09
C1216,Kia,Corolla,Japan,Chennai,2021,Hybrid,Automatic,Coupe,29879,62062,1854350498,No,1.6
C1217,Toyota,Optima,Mexico,Detroit,2023,Diesel,Automatic,Coupe,38280,26744,1023760320,No,2.23
C1218,Kia,Passat,India,Seoul,2013,Electric,Automatic,Hatchback,31240,65517,2046751080,Yes,1.77
C1219,Hyundai,Altima,Japan,Nagoya,2014,Hybrid,Manual,Crossover,20484,58865,1205790660,No,3.07
C1220,Kia,Corolla,Japan,Munich,2012,Diesel,Automatic,Crossover,550,23894,13141700,No,1.96
C1221,Ford,Elantra,USA,Monterrey,2018,Diesel,Automatic,Crossover,7090,39160,277644400,No,1.73
C1222,Mercedes,A-Class,South Korea,London,2019,Hybrid,Automatic,Crossover,40705,63095,2568281975,No,3.24
C1223,Toyota,Civic,China,Monterrey,2018,Electric,Automatic,Sedan,15662,39272,615078064,Yes,2.55
C1224,BMW,Optima,France,Munich,2016,Hybrid,Automatic,Hatchback,50246,64021,3216799166,No,0.48
C1225,Hyundai,Civic,Germany,Seoul,2019,Petrol,Automatic,Sedan,13605,43645,593790225,No,0.7
C1226,Tesla,Corolla,Japan,Detroit,2011,Petrol,Automatic,Coupe,37999,31179,1184770821,No,2.78
C1227,BMW,Civic,Germany,Munich,2016,Electric,Automatic,Sedan,37141,20691,768484431,Yes,2.94
C1228,Kia,A-Class,Germany,São Paulo,2016,Diesel,Automatic,Crossover,12128,55311,670811808,No,1.95
C1229,Hyundai,Corolla,India,Munich,2020,Diesel,Manual,Coupe,42532,49038,2085684216,No,1.99
C1230,Nissan,Optima,South Korea,Chennai,2014,Diesel,Automatic,Sedan,65529,34967,2291352543,No,2.25
C1231,Tesla,Model X,South Korea,Detroit,2018,Hybrid,Automatic,Sedan,39016,38478,1501257648,No,1.59
C1232,Toyota,Passat,Brazil,Seoul,2022,Hybrid,Manual,Hatchback,1976,65775,129971400,No,2.41
C1233,Honda,Corolla,UK,London,2021,Electric,Automatic,Sedan,41300,50332,2078711600,Yes,0.47
C1234,Nissan,3 Series,South Korea,London,2020,Petrol,Automatic,Coupe,36288,17066,619291008,No,3.37
